	id	tcp	datarate	packetsize	verbose	rng	thr
64	e7e36a2b-8c83-4ee4-8896-534b1cbfaf4c	True	35	1000	True	67	77.1368
65	fa153592-345d-4817-8ae7-333ce845558c	True	30	1000	True	52	66.235
66	a437458c-9c3a-44cb-98c8-488d846cce0a	True	10	1000	True	17	22.076999999999998
67	94cf8a11-5fcd-4ad7-a404-dd72a7f884c9	True	20	1000	True	37	44.1566
68	1dd65bad-aa50-4800-b6c2-10b0d8ddac6f	False	50	1000	True	191	101.7539
69	33347ab7-d7a4-4888-bd5f-9b92b4f278b8	True	45	1000	True	81	80.86
70	708b79c3-3b04-491b-99d8-85e3ed67ed3f	False	15	1000	True	127	30.8236
71	cf6de8e1-7b60-4d47-a362-55ee9617fe08	True	10	1000	True	18	22.076900000000002
72	998bcb70-0b8a-4e64-9f04-77491bbd7f70	False	40	1000	True	174	82.23179999999999
73	26074b22-0b96-4cce-8741-c073f1e82c35	True	50	1000	True	96	80.84559999999999
74	715cf926-2628-4a9e-be0e-5c1d2acc7873	False	10	1000	True	111	20.5518
75	f6b328d1-5d85-46aa-b2da-0351e4929d4a	False	45	1000	True	188	92.4296
76	2e6962e5-0382-44ca-9ebd-c0f676ba3ce3	True	5	1000	True	2	11.03706
77	a6f4073c-66a9-4b59-bd94-dc720a461abd	False	30	1000	True	156	61.6685
78	9a553b6b-1da7-4439-9377-bde7d666ff7d	True	30	1000	True	54	66.23429999999999
79	570e5f21-8250-4e6f-a5f4-96d2d5b5cd0c	True	40	1000	True	76	80.3211
80	e679a202-8422-4db9-a6c0-50d81cce1cee	False	10	1000	True	112	20.5386
81	474b8ff6-360c-4cad-8766-4c3a27b773da	False	5	1000	True	107	10.27507
82	106223ce-15be-4491-8d2b-97b62081451e	True	40	1000	True	79	80.2365
83	4bf534d0-8195-4dd3-873e-418b40647d11	True	35	1000	True	60	77.223
84	bf22a103-e606-4697-989d-662098f5cd30	True	45	1000	True	87	80.8449
85	a258a5e1-5ac8-4b16-8b0e-a9e931783a7f	True	15	1000	True	24	33.1204
86	c71c674b-3748-4c51-a066-11bddfaaa9bc	False	25	1000	True	142	51.3638
87	64ec63c2-add6-4d8b-873d-5d7862700f81	True	25	1000	True	45	55.196
88	80588241-c6eb-45ed-a361-ab3818f6b4f7	True	20	1000	True	30	44.156099999999995
89	6ca69203-50e1-48a8-a412-4012a4bac018	False	30	1000	True	154	61.630700000000004
90	ff729858-70d9-4db5-87ef-33365b37b863	False	15	1000	True	126	30.84
91	abc734c8-eaaf-439a-a8d1-eab18b7639c4	True	35	1000	True	62	77.2404
92	bd7f3a67-7a62-4b74-8a26-25ca112d9cfd	True	45	1000	True	85	80.79339999999999
93	c69c1d12-3375-4d0e-868f-39671ec0b40d	True	5	1000	True	1	11.03714
94	977410fa-004b-4218-908a-2e597b01dbdc	False	25	1000	True	148	51.3424
95	5aada969-0cb1-4899-a451-4f7ba04b6df1	True	20	1000	True	39	44.1563
96	bf6d270c-4bbe-4a9e-9fe8-92afbe6a8380	True	25	1000	True	49	55.196
97	7875288b-7116-4b86-b992-4f2ee7ad3405	True	45	1000	True	86	81.1882
98	1a26e71b-9e90-4910-8418-6b7b256bca2e	False	20	1000	True	134	41.1168
99	9b2a0b52-f067-4e1e-a347-380fac403e22	False	25	1000	True	140	51.327600000000004
100	afcf3647-6b08-4950-b853-74511b9a00ae	True	40	1000	True	74	80.5598
101	d5e7672f-6274-4efe-b0aa-ce35ec429fd9	False	45	1000	True	182	92.45920000000001
102	6045985a-80f9-4480-9ee2-fd33668e7812	True	35	1000	True	68	77.1269
103	eeaf288e-1c86-49c4-b523-1e3b31590cdc	True	20	1000	True	34	44.1566
104	34a1eeef-41f4-48b0-b8d7-1cba242dcf92	True	50	1000	True	99	80.8194
105	ba305fca-e436-49fc-a00a-888ee5bbb400	False	15	1000	True	120	30.8384
106	0082ea50-3a93-43ad-a025-3d6dd0edfb48	False	40	1000	True	170	82.2022
107	7110b368-0ce5-4d33-8b38-8c03213f88c5	True	50	1000	True	90	81.14959999999999
108	6f4f566b-d5af-43bb-baa8-734441900281	True	50	1000	True	97	81.1889
109	cefed853-86b6-4d53-8c8f-701367c61c59	False	25	1000	True	144	51.368700000000004
110	b1af7aed-4e1e-4449-927e-fee74c42d28a	False	35	1000	True	166	71.9024
111	e49dd71f-a15e-4df4-9385-412bc2b86f11	True	45	1000	True	88	80.8423
112	1c46b6e9-af32-4857-b98a-1a06612b72c2	False	30	1000	True	151	61.6537
113	c0e3edf9-0749-4fa9-a2dc-b56af1a5bfe4	False	30	1000	True	153	61.6603
114	9b228e2c-486b-4689-a9bf-59eee5d2c7ac	True	10	1000	True	10	22.0771
115	93993440-d77f-47d2-93fb-50c8433b3248	True	20	1000	True	31	44.156099999999995
116	70b9f770-3807-44cf-a7aa-82457ffe76d9	False	5	1000	True	104	10.26684
117	a7eb66b2-bbc2-4dcd-abf6-1df2ad2a117d	True	5	1000	True	5	11.03706
118	1a894575-68a5-471f-9a89-4b750521736d	False	20	1000	True	137	41.1135
119	b7806ba6-8d0b-4ddc-a102-90ac3ede59bb	False	30	1000	True	150	61.615899999999996
120	bd05261c-9c90-4a54-a959-d49222819acf	False	5	1000	True	101	10.27507
121	d231db5b-7c3d-4638-8f76-44c3e87416e2	False	25	1000	True	141	51.3902
122	e13f4e8a-6e5b-49af-8fd5-bbd45d57f8ff	False	25	1000	True	147	51.3161
123	53efd6a1-2746-4a39-a36e-a535cb193a43	False	10	1000	True	118	20.5304
124	e0ee2cfb-5b76-4859-87a7-e64c6c5828f1	True	40	1000	True	73	80.5655
125	d95b58be-df0d-4bb6-bed7-a7fba8bc505f	False	35	1000	True	162	71.89580000000001
126	7d518c46-1ffa-41e3-badb-126627494fa2	True	10	1000	True	12	22.0768
127	57cf46f9-ca4d-45ff-ac8e-9fa2b2f2ae35	True	10	1000	True	19	22.0768
128	40f07ec6-3854-45d8-a83c-b3cbe7270002	True	10	1000	True	14	22.0772
129	3799f1ca-9c8a-4e38-be50-ebc6a51c2343	False	5	1000	True	103	10.27342
130	b8431207-c0a4-4e0f-adce-cc00a6b06f8a	True	25	1000	True	44	55.195499999999996
131	26e68c23-705f-4e0f-aed2-182b8226d128	True	35	1000	True	64	77.167
132	bbceeb4d-f28b-4aa2-ac7e-0dd816797789	False	35	1000	True	164	71.92869999999999
133	60ae6249-fa70-4220-91fe-f741871a3282	True	30	1000	True	57	66.23580000000001
134	08c34721-9485-453b-8717-05184479be8a	False	20	1000	True	139	41.0822
135	75277d9d-9c7a-4847-a6d2-536386e100e1	True	35	1000	True	66	77.11959999999999
136	07d9835b-8bb1-47ac-9990-9aaeaf06cb63	False	40	1000	True	177	82.1857
137	253a5895-e61d-4eca-b1d5-21c931d1569d	False	50	1000	True	195	101.6191
138	d12326e3-9fa3-4748-bec1-ba08663fb0e7	True	10	1000	True	13	22.077
139	2c4898da-4e3a-4263-aa39-df9a620e1b9c	False	40	1000	True	172	82.2236
140	34ddf359-8e3c-4d33-89b0-7c09bc637560	True	45	1000	True	83	81.22120000000001
141	6f39fea2-46b9-4832-8ba5-3ef2bda8bb82	False	40	1000	True	179	82.166
142	e42625ba-e232-4319-9b49-64b0adf7cdca	True	20	1000	True	32	44.1567
143	c08f4e77-0b19-42e8-b2ea-5980bf9cc678	False	25	1000	True	149	51.3951
144	68ec322a-a05b-4ae3-8ce1-83b5536f2afd	True	35	1000	True	61	77.1806
145	627b0aa7-0508-41cd-8ba2-8c37befa59f9	False	25	1000	True	145	51.358900000000006
146	8fd1cd11-4588-417a-a2fc-7c06000b5001	True	20	1000	True	36	44.1562
147	b319b3ea-5ba9-43cc-98de-ff7f565231f6	True	50	1000	True	92	81.2274
148	0c598931-4fd1-4fee-baf7-b057774929af	True	50	1000	True	95	81.0961
149	896a316b-769f-4c0f-b347-7340a1e389d4	True	15	1000	True	27	33.1206
150	10d66680-e8de-48fa-ad3a-0b8235fb0743	True	25	1000	True	42	55.1957
151	b1d517fc-a057-47fc-af57-1ccd279553ec	True	15	1000	True	28	33.12
152	801095fb-0c8f-4eae-9259-18d645381dfd	False	50	1000	True	193	101.721
153	83a286d3-220c-44d9-9421-4867b72ecd83	True	15	1000	True	23	33.1203
154	90eb8e40-544a-4eef-b201-e78b4951ae09	False	25	1000	True	146	51.3803
155	9f689190-6467-4f4a-8d1d-aa0143ff66b0	False	50	1000	True	199	101.65690000000001
156	98873ba9-6ac2-459e-a93b-a96e808e0205	True	40	1000	True	75	80.4205
157	a996642e-99df-4d85-a54f-e77c03d63a47	True	40	1000	True	72	80.4864
158	8b60b261-4bc9-41bd-b0d6-2f68b8abf04c	False	35	1000	True	168	71.9106
159	2f944808-b3e9-442e-8dcb-be8e0c2e0a67	False	40	1000	True	178	82.1611
160	2ee6fd5a-91c1-4d6c-8ca1-069fcc48c991	False	15	1000	True	129	30.8186
161	bdea6620-7aea-4f71-b888-61fa2d9972e8	False	45	1000	True	183	92.474
162	f5b47207-eb7e-49d4-be2d-04ce5c693e17	False	25	1000	True	143	51.3112
163	7590be2b-c72f-4937-8b93-e02fea30f0e9	True	20	1000	True	38	44.157
164	6714958f-77ac-4fba-a11f-27da358cb7e3	True	45	1000	True	84	81.24610000000001
165	246170d2-2914-43e9-8a9c-3ac6945e34b1	False	5	1000	True	100	10.27178
166	8826444a-e932-4d44-9287-ba8191eceaac	False	30	1000	True	152	61.615899999999996
167	9f90bfbc-848e-401b-b635-531376d2c148	True	35	1000	True	69	77.08099999999999
168	1db98381-1fd2-4e60-b5f3-97b7c6cca56a	True	25	1000	True	47	55.1957
169	7cf9597e-9e20-4f2d-889d-f1e079c50b1a	False	5	1000	True	109	10.27507
170	bf3a6fb7-960e-4d4d-8110-0b1621f0dbaf	False	20	1000	True	136	41.095299999999995
171	12dec627-8ad2-460a-90b0-4cdb0402c40c	False	5	1000	True	102	10.27672
172	cccf4f2b-dadd-4010-a1ef-20eb860e7f99	False	20	1000	True	132	41.0871
173	fb0f1d93-0598-4f34-8d9f-d389920b461d	False	35	1000	True	163	71.91720000000001
174	98bb6c98-12d8-4280-a277-ca8ef764c6bf	False	40	1000	True	176	82.2154
175	08601c1e-024b-414a-bd67-19d5889c12e5	True	50	1000	True	91	80.7507
176	276c673d-e739-4f05-b44d-5572ee881753	False	20	1000	True	135	41.0821
177	15e4db4a-f229-42c4-a419-cd5f3a166672	False	20	1000	True	130	41.0625
178	fdd93b3c-8f95-4958-a387-48ee518df96e	True	30	1000	True	55	66.2359
179	e4275848-3b1e-4003-9cd8-7d6912513dda	True	30	1000	True	59	66.2359
180	31e94083-0a63-4408-b5f3-e4f198ad7cd3	False	50	1000	True	196	101.71279999999999
181	838386bb-b502-4a53-bbc1-d7a8a13db257	False	35	1000	True	165	71.881
182	6091497f-6913-48d5-b55f-3df6ced31a5f	True	15	1000	True	20	33.1203
183	ebc4dfad-8157-4c7e-a9e7-618f4938b4bc	True	35	1000	True	65	77.1834
184	9914b5e2-9087-4069-891a-139b23d9ed83	True	30	1000	True	53	66.23490000000001
185	8c5126fc-216b-4ec5-8397-6623842dfcdf	False	50	1000	True	197	101.8098
186	63b596e4-535f-4cc5-8ae6-0006804da1f4	False	20	1000	True	131	41.0954
187	15f0d471-25e3-4afb-afa8-2f4b304bd07b	False	45	1000	True	180	92.50200000000001
188	d8e7788b-b6a9-4491-9caa-83a9290e9b90	True	5	1000	True	7	11.03698
189	94e71d13-cfce-4f93-b2ea-46c9d48920d9	False	35	1000	True	160	71.85300000000001
190	349ea2dd-57c7-405d-a7b2-e45b3677a01a	True	10	1000	True	16	22.076900000000002
191	221cb968-4a5e-4334-8310-e84c9cf1361f	True	25	1000	True	41	55.1962
192	3b8cc229-db0e-4260-a8e8-2fc7127d991a	False	20	1000	True	133	41.0624
193	bd98ab89-fa2f-4f2c-a686-2828744561cc	True	20	1000	True	33	44.1555
194	4d983fba-e2b1-44ba-a383-ffe23f2ec8b5	True	50	1000	True	98	81.3972
195	bf8e4e69-3c57-4a86-b9f8-b3d19140f275	True	25	1000	True	43	55.196299999999994
196	4a203da1-28fd-4f53-bd1b-92f0cbd0b784	True	50	1000	True	93	81.1003
197	7c1fe8ef-dac5-4d59-9123-f583f8729a59	True	25	1000	True	46	55.1951
198	44c6c3f8-f26b-4d43-8c85-ed46d8538abd	True	40	1000	True	77	80.7539
199	70a981ea-6066-4a34-927e-4fc9a152b228	True	30	1000	True	56	66.2354
