	id	rtscts	datarate	packetsize	verbose	rng	thr1	pkl1	thr2	pkl2
189	8d83ca49-42f3-4e4f-ac3a-49e3108c5672	True	1	500	True	14	1.05459 Mbps	0 %	1.05459 Mbps	0 %
190	1df3d4e0-8c95-459d-bb20-401e3397d6b4	True	10	1500	True	150	10.0563 Mbps	1.2405 %	10.1704 Mbps	0.120048 %
191	e767b1be-87f4-4490-8db4-59684cd0c679	True	15	100	True	161	1.75479 Mbps	90.8604 %	2.3395 Mbps	87.8151 %
192	2986017f-3d86-4d9c-ae5e-ce9c0715e884	False	5	1000	True	300	1.23086 Mbps	76.0406 %	1.38711 Mbps	72.9989 %
193	0df58afc-9a56-4642-ba78-34ee7c1a7968	False	1	100	True	208	1.27113 Mbps	0.666844 %	1.26566 Mbps	1.09362 %
194	fe8764d5-3110-4c40-b89a-020fd64ef334	False	1	1500	True	230	0.884203 Mbps	12.8514 %	0.9168 Mbps	9.63855 %
195	2960480a-5c1b-45ab-837b-cfd9a65b3577	False	1	1500	True	231	0.896427 Mbps	11.6466 %	0.892352 Mbps	12.0482 %
196	55c0a958-46da-42b7-83f2-c2d72a177a2d	True	2	1500	True	77	2.03326 Mbps	0 %	2.03326 Mbps	0 %
197	eacc725d-5ff4-43bd-98d3-24b09c299450	True	10	100	True	125	1.75957 Mbps	86.253 %	2.32858 Mbps	81.8075 %
198	39a781a8-06f8-4c14-9289-8fd82ac4aa0a	False	10	1000	True	341	1.44468 Mbps	85.9429 %	1.62287 Mbps	84.2091 %
199	2d749368-7743-4755-b538-ae3541a70644	True	15	1500	True	193	11.7595 Mbps	23.0195 %	14.5873 Mbps	4.50787 %
200	593deac4-3aeb-4c0e-b845-f2aed8e89d7a	True	1	1000	True	21	1.02526 Mbps	0 %	1.02526 Mbps	0 %
201	12303cb6-3e93-47a1-9f3c-fb356b1512c4	False	2	1500	True	273	1.10423 Mbps	45.6914 %	0.990144 Mbps	51.3026 %
202	38f19504-0eca-42d7-b8b7-bedf0162d905	False	15	500	True	374	1.38547 Mbps	91.2526 %	6.82458 Mbps	56.9117 %
203	566c0279-6736-4787-a8b7-6c22d0ac40a9	True	10	1000	True	145	10.2526 Mbps	0.240064 %	8.78323 Mbps	14.5372 %
204	b54d374d-b2f7-4823-98bf-10225fd54541	True	15	500	True	175	6.37683 Mbps	59.7386 %	7.65952 Mbps	51.6401 %
205	90515e6a-beb1-43c6-a0b5-6fea8a572b8c	True	5	1500	True	111	5.08926 Mbps	0 %	5.04444 Mbps	0.880705 %
206	721534c2-232c-4d62-9d24-aa387fc2512b	True	1	1500	True	30	1.01459 Mbps	0 %	1.01459 Mbps	0 %
207	68095bc8-c0ac-4426-bf82-1380ca22e7be	True	15	1500	True	190	11.4906 Mbps	24.7799 %	13.316 Mbps	12.8301 %
208	05af2638-1832-441f-9f46-47308904999f	False	15	100	True	361	2.23539 Mbps	88.3573 %	2.51017 Mbps	86.9262 %
209	20816d2a-0058-4c32-a0a3-f2833a12099b	True	15	100	True	166	2.3255 Mbps	87.888 %	1.75616 Mbps	90.8533 %
210	1d92d5ef-f432-4245-be06-83214b800d20	True	5	500	True	90	5.26592 Mbps	0.240064 %	5.27718 Mbps	0.0266738 %
211	97f192e8-7012-4dcf-99e8-dd5524b68e91	True	15	500	True	173	6.86118 Mbps	56.6806 %	7.14138 Mbps	54.9115 %
212	c2912ff4-6fa1-4584-868c-5099584da7d2	True	10	1500	True	153	10.1704 Mbps	0.120048 %	10.15 Mbps	0.320128 %
213	3b5d0d2a-bafa-43ff-a68a-5fa23ff065eb	True	15	1500	True	192	7.85188 Mbps	48.5996 %	15.2596 Mbps	0.106695 %
214	1fa57c98-f3e0-4e26-bd10-655285d6ca86	True	2	500	True	51	2.10918 Mbps	0.0667111 %	2.11059 Mbps	0 %
215	67c59018-8cf1-4f67-acef-02e16e4988cf	True	10	1500	True	155	10.1622 Mbps	0.20008 %	10.1092 Mbps	0.720288 %
216	954e5137-a3b2-4296-86d4-e818ab81de5e	True	15	1000	True	188	14.4825 Mbps	6.08 %	7.63461 Mbps	50.4889 %
217	997b6fb4-5596-47cd-b9a0-b274c3fbac84	False	5	500	True	290	3.30035 Mbps	37.4767 %	1.27987 Mbps	75.7535 %
218	952038b5-138f-4c1e-b0e1-59bc56dd72fa	True	10	500	True	134	8.55078 Mbps	19.0159 %	5.57427 Mbps	47.2063 %
219	c51f52f8-006a-4851-953a-81a895c839da	True	1	100	True	8	1.27966 Mbps	0 %	1.27727 Mbps	0.186716 %
220	1b0ccee5-eb03-44f8-b5e1-faf63d3d2aae	True	10	100	True	126	2.18795 Mbps	82.9062 %	1.90396 Mbps	85.1249 %
221	fb6b7c41-4701-4b06-9c12-e15325653c23	True	5	1000	True	102	5.12629 Mbps	0.213447 %	5.13452 Mbps	0.0533618 %
222	9c229d36-0fff-43d9-a5ff-2c8c95076f90	True	15	100	True	167	2.08521 Mbps	89.1396 %	2.01626 Mbps	89.4987 %
223	542a0d60-7884-4027-b8c0-c3b1fa5ec491	False	1	500	True	217	1.05037 Mbps	0.400534 %	1.05178 Mbps	0.267023 %
224	93de7656-1fd3-45b7-bb21-d64b15ec2daa	True	10	1000	True	144	8.67084 Mbps	15.6308 %	10.2773 Mbps	0 %
225	2a97a275-39d0-41a1-8c46-53b6c85748fe	False	15	100	True	368	2.1504 Mbps	88.8 %	2.21184 Mbps	88.48 %
226	477ad21d-c27b-4676-a948-f6b7b0ef1a92	False	15	500	True	379	6.41203 Mbps	59.5164 %	1.62624 Mbps	89.7324 %
227	7d590517-1715-46dd-ae67-122c885a73d0	True	2	100	True	46	1.59266 Mbps	37.7784 %	2.48491 Mbps	2.92039 %
228	adb9cf3f-72ad-415b-9a5d-8edfbd38be44	True	2	100	True	43	1.86982 Mbps	26.9503 %	2.19921 Mbps	14.0819 %
229	e8f6d66e-5864-4156-bfd9-d410b9932072	True	1	1500	True	34	1.01459 Mbps	0 %	1.01459 Mbps	0 %
230	9b941a25-38b5-442b-ab9d-591faa5b2252	True	5	1500	True	115	5.08926 Mbps	0 %	5.03221 Mbps	1.1209 %
231	7ee63be4-41da-4810-aa83-3d29dbaf883d	False	1	1000	True	220	0.992363 Mbps	3.20856 %	0.975915 Mbps	4.81283 %
232	3046207c-44ef-457f-be9e-55ec73d03eb0	True	5	1000	True	103	5.13726 Mbps	0 %	5.13178 Mbps	0.106724 %
233	20c5a82a-783d-4fd0-9419-294613b17293	False	15	500	True	370	1.83462 Mbps	88.4167 %	1.89094 Mbps	88.0612 %
234	e3ee1106-ce4d-4131-9a2c-5f3195bd253c	True	2	100	True	40	2.19682 Mbps	14.1752 %	1.89747 Mbps	25.8701 %
235	316d03a0-a3d4-4c6b-b678-f0a35b240d01	True	5	100	True	88	2.05278 Mbps	67.9236 %	2.03878 Mbps	68.1423 %
236	73034a07-f1ea-45b5-8d83-1740f8ba176e	True	5	1500	True	114	5.08926 Mbps	0 %	5.03629 Mbps	1.04083 %
237	9abfdfae-47ef-422b-83a0-dc2d2ef968cd	False	1	1000	True	224	0.995104 Mbps	2.94118 %	0.997845 Mbps	2.6738 %
238	1a7433ee-1f8c-4d0c-96f6-7dab3210bedf	False	1	500	True	210	1.04896 Mbps	0.534045 %	1.04755 Mbps	0.667557 %
239	b601dd91-92c4-48cd-8f1d-b87e1156e876	True	10	100	True	124	2.30059 Mbps	82.0262 %	1.76981 Mbps	86.173 %
240	67f67ef3-c730-49a7-9973-f5bc6c2a535c	True	2	100	True	44	1.74694 Mbps	31.7509 %	2.33131 Mbps	8.92119 %
241	0fb47b91-ca96-423a-9068-aacb09393333	True	1	100	True	4	1.27898 Mbps	0.0533476 %	1.27625 Mbps	0.266738 %
242	33f7c78c-b26e-4301-9d13-82725ffeb2f1	False	15	100	True	360	2.29513 Mbps	88.0462 %	2.5286 Mbps	86.8302 %
243	6ef23900-7738-43ab-b16c-b0eba39bf3e7	True	5	1500	True	117	5.08926 Mbps	0 %	5.03221 Mbps	1.1209 %
244	a5ebe687-d146-48b9-9620-079ecd59b174	False	2	1000	True	266	1.44194 Mbps	29.773 %	1.31036 Mbps	36.1816 %
245	46768d4c-8651-43a7-8e40-825a5f3b704d	False	1	1500	True	239	0.851605 Mbps	16.0643 %	0.843456 Mbps	16.8675 %
246	232f8b26-791c-430f-86c5-5c31e275af73	False	10	100	True	325	2.28898 Mbps	82.1169 %	2.23846 Mbps	82.5115 %
247	59bf2ad4-2d6f-4567-b7b3-0d3a53cb49b0	False	2	500	True	256	1.83885 Mbps	12.8753 %	1.58259 Mbps	25.0167 %
248	08f6ab53-f177-4cfb-953f-df583157b216	True	10	1500	True	156	10.1296 Mbps	0.520208 %	10.1541 Mbps	0.280112 %
249	319e193f-d397-470f-9248-099e0d55e1d9	True	5	100	True	86	1.88723 Mbps	70.5104 %	2.19511 Mbps	65.6995 %
250	e2d279ae-4d65-4bb9-8c19-9d01b2902c44	False	10	500	True	337	1.73606 Mbps	83.5578 %	2.74842 Mbps	73.9699 %
251	adac3e97-b608-46b8-bb7e-a5c2c62f75f4	True	5	1500	True	112	5.07703 Mbps	0.240192 %	5.08518 Mbps	0.0800641 %
252	fd4d18b2-caa1-47ba-ad3f-552af76b0ed9	False	1	100	True	200	1.2701 Mbps	0.746866 %	1.26566 Mbps	1.09362 %
253	505ce37d-7317-4f53-a0b7-b3d8d6e91285	True	10	500	True	132	9.28717 Mbps	12.0416 %	4.80691 Mbps	54.4739 %
254	d6cf6704-5eff-4016-a12f-24ebab9a6317	False	10	100	True	320	2.55932 Mbps	80.0048 %	2.15927 Mbps	83.1302 %
255	f36d551f-98e5-4f40-b380-b84d00a4a6d1	False	10	1500	True	358	4.2295 Mbps	58.4634 %	0.700843 Mbps	93.1172 %
256	042bb13d-d241-463c-80ce-97f80f0b230e	False	1	500	True	219	1.04192 Mbps	1.2016 %	1.04333 Mbps	1.06809 %
257	d4fff711-0aa0-4c94-a249-811fb01643dd	True	5	1000	True	100	5.13726 Mbps	0 %	5.10436 Mbps	0.640342 %
258	162dc8ad-2b80-47bf-8b5f-1a111d68913c	False	5	1500	True	318	1.05941 Mbps	79.1833 %	0.998293 Mbps	80.3843 %
259	dfcb8a78-1c6e-4324-8131-bc0fef10a082	False	5	1500	True	317	0.957547 Mbps	81.1849 %	1.08386 Mbps	78.703 %
260	3303e7b3-9848-4949-bb04-e8d32c89475f	True	10	500	True	131	5.3321 Mbps	49.4999 %	8.48883 Mbps	19.6026 %
261	0ac44898-3f16-4ea5-91c8-97ffade8216d	False	2	500	True	255	1.70509 Mbps	19.2128 %	1.92051 Mbps	9.006 %
262	9e03d2f3-9011-433f-954d-8174eb2ecf30	False	1	1000	True	227	0.997845 Mbps	2.6738 %	0.989621 Mbps	3.47594 %
263	6b4e2199-76c6-47f0-a577-415b1339e05c	True	2	1500	True	74	2.03326 Mbps	0 %	2.03326 Mbps	0 %
264	fd592af1-100b-4c0f-aded-56a1a7357502	True	15	1500	True	197	12.0447 Mbps	21.1523 %	12.2444 Mbps	19.8453 %
265	72a14572-9997-4a28-880a-244f06183690	True	1	1500	True	38	1.01459 Mbps	0 %	1.01459 Mbps	0 %
266	9e5ac106-de38-4a41-8aa1-9148caf3ae20	True	2	1000	True	68	2.05326 Mbps	0 %	2.05326 Mbps	0 %
267	d8d1a6a2-4851-4ffd-bd9a-6e2d958d08ce	False	15	500	True	371	1.9712 Mbps	87.5544 %	1.81632 Mbps	88.5323 %
268	1d4645dd-7020-4cf8-97ab-0941702d0e9e	False	10	1000	True	347	2.4206 Mbps	76.4471 %	1.21167 Mbps	88.2102 %
269	8edbe963-494b-4594-971f-6a96caf1ace9	True	1	100	True	7	1.27727 Mbps	0.186716 %	1.27659 Mbps	0.240064 %
270	1e1cefb4-c036-4270-8066-d19b0d595a59	False	2	1000	True	265	1.44194 Mbps	29.773 %	1.4063 Mbps	31.5087 %
271	e61bc1d5-7e44-43c8-add3-8c5d2370b5a3	True	5	500	True	92	5.26592 Mbps	0.240064 %	5.27718 Mbps	0.0266738 %
272	fc993e8b-49fc-462f-9fcd-9182e428715c	False	15	1000	True	388	1.44468 Mbps	90.6311 %	1.58997 Mbps	89.6889 %
273	de29f24c-ddd3-4d83-8b66-cd4a30723d77	False	1	500	True	216	1.04614 Mbps	0.801068 %	1.04614 Mbps	0.801068 %
274	62858d61-054c-4355-a2b1-1cea3f853fc6	True	2	100	True	48	2.22788 Mbps	12.9617 %	1.8589 Mbps	27.377 %
275	22950aec-0531-4020-9e1e-9c0e43030f8a	False	2	500	True	250	1.77267 Mbps	16.0107 %	1.73747 Mbps	17.6785 %
276	c08c2141-6fa1-47aa-adb9-8eb48d132567	True	5	1000	True	108	5.12629 Mbps	0.213447 %	5.13178 Mbps	0.106724 %
277	32bb99b0-8b90-4426-94d5-f0bbd519d3a5	False	1	1500	True	238	0.896427 Mbps	11.6466 %	0.904576 Mbps	10.8434 %
278	d7020c65-8635-4a13-9cc0-903d7a64e220	False	2	1500	True	275	1.09609 Mbps	46.0922 %	0.969771 Mbps	52.3046 %
279	d3e4623e-c41a-40b0-8ea5-e68bec8157a0	True	10	500	True	130	7.81581 Mbps	25.9768 %	6.12902 Mbps	41.9523 %
280	9b349f72-dbc6-4a30-ac7d-a56a8223585c	False	10	1000	True	349	4.53965 Mbps	55.8282 %	1.14862 Mbps	88.8237 %
281	d8ada400-362d-41a4-9d8e-a17f336f66de	False	2	1500	True	277	1.04719 Mbps	48.497 %	1.01052 Mbps	50.3006 %
282	9ff5b018-0c7b-4364-9c31-9f118cf19d2d	True	1	100	True	0	1.27829 Mbps	0.106695 %	1.27932 Mbps	0.0266738 %
283	e0c02fae-7020-4acb-8069-72408b1a0bb5	False	10	100	True	322	2.26065 Mbps	82.3382 %	2.36339 Mbps	81.5355 %
284	bf009339-69df-40c1-8e7b-ff0fc0c8707f	True	2	500	True	56	2.10918 Mbps	0.0667111 %	2.11059 Mbps	0 %
285	82a7d824-3c40-4361-9430-b9addd2e1b8a	True	2	1000	True	64	2.05326 Mbps	0 %	2.05052 Mbps	0.133511 %
286	6fe1dfd2-89af-47d8-8e28-e391a66ad9ce	True	5	500	True	98	5.27155 Mbps	0.133369 %	5.27859 Mbps	0 %
287	63870b57-13f8-424a-aa73-1528617b5ed7	True	2	1500	True	73	2.03326 Mbps	0 %	2.03326 Mbps	0 %
288	78a58a00-f4e0-4c74-a76d-ff378d83529a	True	15	500	True	171	7.50323 Mbps	52.6269 %	6.59085 Mbps	58.3874 %
289	91cb7932-e1d0-46e8-9b6e-a129f2449465	False	2	100	True	249	2.45111 Mbps	4.24057 %	2.32414 Mbps	9.20123 %
290	2a04576d-c446-4c48-ad50-f96207cd2ecb	True	10	100	True	129	2.09579 Mbps	83.6262 %	1.98519 Mbps	84.4903 %
291	a3ecf296-305c-4009-b478-732787ff41e2	False	15	500	True	373	2.22323 Mbps	85.9632 %	1.54739 Mbps	90.2302 %
292	300e3c5b-fabf-4922-be64-3b690991737b	False	1	500	True	214	1.04755 Mbps	0.667557 %	1.05037 Mbps	0.400534 %
293	dd729f41-6d6b-42a2-a69f-acbf50db06d4	False	15	1500	True	392	0.79456 Mbps	94.7986 %	5.99383 Mbps	60.7629 %
294	5a06ed7a-e44e-4e19-83f0-d2c8c29706cc	False	15	1500	True	396	1.11646 Mbps	92.6914 %	1.1735 Mbps	92.318 %
295	bc3afbda-d57e-4c31-af14-597a17296560	False	10	500	True	330	1.80928 Mbps	82.8644 %	1.9191 Mbps	81.8242 %
296	c40c77b0-0036-4053-89e6-31d63dce5f0a	True	10	1500	True	157	10.1826 Mbps	0 %	10.15 Mbps	0.320128 %
297	65351f7b-4342-45d9-b0eb-6214456fbec8	True	15	100	True	163	2.32107 Mbps	87.9111 %	1.74967 Mbps	90.8871 %
298	0a5a3fd7-8777-4507-ac8b-3c99e78033e7	True	2	1500	True	76	2.03326 Mbps	0 %	2.03326 Mbps	0 %
299	9284402f-86a6-4f86-a81b-2d1935934f82	True	2	1000	True	61	2.05326 Mbps	0 %	2.05326 Mbps	0 %
300	5cc822e3-5f0e-4784-bf28-681fc80f3a6d	False	5	1000	True	305	0.836107 Mbps	83.7247 %	2.76052 Mbps	46.2647 %
301	eb6a1176-d12a-40f5-8eef-f0ad1e4fe5fb	True	2	500	True	58	2.11059 Mbps	0 %	2.10355 Mbps	0.333556 %
302	8355c664-39f6-433c-ba20-c3c031b933a4	True	1	1500	True	32	1.01459 Mbps	0 %	1.01459 Mbps	0 %
303	7c604adb-1e54-429e-a989-5fa65fcd692b	True	10	500	True	136	7.43283 Mbps	29.6039 %	6.46413 Mbps	38.7785 %
304	fb02f196-4364-4991-a99f-40e50d85374f	False	10	1000	True	340	5.02486 Mbps	51.107 %	1.02526 Mbps	90.024 %
305	2f45dc2e-7110-4922-89c5-c46db83acbc2	False	2	500	True	259	1.79379 Mbps	15.01 %	1.36717 Mbps	35.2235 %
306	a1022944-b146-4447-b6e9-68a0e9034dcd	True	1	500	True	17	1.05459 Mbps	0 %	1.05459 Mbps	0 %
307	974624b7-7a1e-4d41-af38-b36be9be9d38	False	2	100	True	241	2.23846 Mbps	12.5483 %	2.375 Mbps	7.2143 %
308	b1b204fa-4169-4cc2-a775-1f8dec03bd2f	True	10	1000	True	140	9.56177 Mbps	6.96186 %	10.0936 Mbps	1.78714 %
309	c3269c3e-b0ec-4c46-9c2b-83277260d109	False	1	100	True	204	1.26908 Mbps	0.826887 %	1.27283 Mbps	0.533476 %
310	ec326859-82b5-4f9f-b687-f27e03cfd00e	False	5	500	True	291	1.92051 Mbps	63.617 %	2.12749 Mbps	59.6959 %
311	a13d3da5-b3e2-469f-9f17-8fd5cef3f851	True	5	100	True	89	2.14323 Mbps	66.5102 %	1.92887 Mbps	69.8597 %
312	386bfb08-21bd-4624-a6bd-e80fedde075d	True	1	500	True	16	1.05459 Mbps	0 %	1.05459 Mbps	0 %
313	196f77b4-f94e-45a0-8cf3-cd688a9f44b0	False	5	100	True	287	2.54089 Mbps	60.2965 %	2.37978 Mbps	62.814 %
314	e95b8c2f-c4c2-4df2-9dda-20c88bbb72cd	True	15	500	True	172	6.13747 Mbps	61.2499 %	7.87917 Mbps	50.2534 %
315	51bb2f79-fe1b-4809-899a-6bb82529301f	False	10	1500	True	352	0.835307 Mbps	91.7967 %	4.09097 Mbps	59.8239 %
316	2eb28cd4-1097-424e-920a-40ead926df1c	False	1	100	True	209	1.26703 Mbps	0.98693 %	1.27044 Mbps	0.720192 %
317	fb3b8370-6b74-4960-916d-9417f8eb0d3a	False	2	100	True	243	2.4361 Mbps	4.82731 %	2.14869 Mbps	16.0555 %
318	852ae9ab-e7cd-4955-bc75-c1083e2f6874	False	10	100	True	326	2.44736 Mbps	80.8795 %	2.26441 Mbps	82.3089 %
319	e5030eda-5ca1-4ee5-869f-d77c7563decf	True	1	1500	True	33	1.01459 Mbps	0 %	1.01459 Mbps	0 %
320	1029cce3-4551-4076-b152-ac2f1d86b64e	False	5	100	True	281	2.27533 Mbps	64.4461 %	2.45999 Mbps	61.5606 %
321	a2ab2698-618c-4602-98c5-ec3038acc01d	True	15	100	True	160	1.96028 Mbps	89.7902 %	2.119 Mbps	88.9636 %
322	f8e51292-1c0f-4537-8690-b9e968a2b974	False	2	100	True	244	2.29717 Mbps	10.2547 %	2.47467 Mbps	3.32044 %
323	ca0e1e15-9bed-4646-ae1b-9dcdae7b2bb6	True	10	100	True	122	2.37431 Mbps	81.4502 %	1.69779 Mbps	86.7356 %
324	372b181c-0a15-4930-94f1-11ba010b5403	False	1	100	True	205	1.26703 Mbps	0.98693 %	1.27044 Mbps	0.720192 %
325	3486c9ef-eb81-480c-bcb5-cd9536e8b178	True	5	100	True	84	2.01523 Mbps	68.5103 %	2.06165 Mbps	67.7849 %
326	4593a217-36a5-42fc-a886-ce7e21301cc2	False	10	1000	True	345	4.52046 Mbps	56.0149 %	1.11298 Mbps	89.1704 %
327	55964b1e-3386-4df6-a024-e2a0cac139ef	False	5	500	True	296	3.23277 Mbps	38.757 %	1.39955 Mbps	73.4863 %
328	0d264913-d3a8-487b-ba08-d351ab937564	False	10	500	True	335	1.69664 Mbps	83.9312 %	4.76467 Mbps	54.874 %
329	968c8a76-c984-462b-90c8-1b4cd976de2a	False	5	1500	True	315	2.42035 Mbps	52.442 %	0.757888 Mbps	85.1081 %
330	810c5f28-2aa3-48ba-bf47-f560d031ed69	False	10	500	True	332	5.11245 Mbps	51.5802 %	1.28691 Mbps	87.8117 %
331	a187f2d7-dbab-4153-8bd7-3b5783a0f796	True	5	100	True	81	2.048 Mbps	67.9983 %	2.03708 Mbps	68.169 %
332	20470d9a-acda-4dbc-8ecb-594a8fbc91f1	True	5	1500	True	116	5.07296 Mbps	0.320256 %	5.08518 Mbps	0.0800641 %
333	aea194e7-8dfc-4adf-92ba-206f3ea87bab	True	2	100	True	41	2.08316 Mbps	18.6158 %	2.00363 Mbps	21.7229 %
334	632a9936-2fb8-4bd8-9cc4-a6f287171c08	False	10	100	True	329	2.18487 Mbps	82.9302 %	2.49412 Mbps	80.5141 %
335	146ebfdc-93a9-4a76-9a2c-0441e3a40c41	True	1	100	True	5	1.27966 Mbps	0 %	1.27898 Mbps	0.0533476 %
336	fecb1d1f-4ec0-4c50-9370-c79cecaa3774	True	2	500	True	53	2.10918 Mbps	0.0667111 %	2.11059 Mbps	0 %
337	16b87d87-2bea-4db0-b140-a27f1f760dac	True	10	1000	True	143	9.23829 Mbps	10.1094 %	10.1292 Mbps	1.44038 %
338	b49e95d5-5758-4eb3-86a4-9937ed08e033	False	1	1500	True	234	0.85568 Mbps	15.6627 %	0.871979 Mbps	14.0562 %
339	1309cef1-a6f7-47ed-9fc4-e6dbaaa69560	False	10	500	True	333	1.87405 Mbps	82.251 %	1.87827 Mbps	82.211 %
340	01b7b2ab-81ca-4a08-b956-04aeb99bb909	False	5	1500	True	311	0.721216 Mbps	85.8287 %	2.4937 Mbps	51.0008 %
341	f60a1e3d-c0c8-427b-849a-4d3f4e791983	False	15	1500	True	393	0.957547 Mbps	93.7317 %	1.52393 Mbps	90.024 %
342	6841c0c5-7134-4cc1-838c-b7a72ce7123a	True	10	1500	True	159	10.1826 Mbps	0 %	10.1418 Mbps	0.40016 %
343	98378fdb-d604-4c2b-bb0d-aebf7662810b	True	15	500	True	174	6.60493 Mbps	58.2985 %	7.33427 Mbps	53.6937 %
344	179b2be3-b913-4969-98be-160ec5b8c9cf	True	10	1000	True	149	9.55629 Mbps	7.0152 %	9.66046 Mbps	6.0016 %
345	2c618181-b8f9-45bb-a9d8-a1557d3ca3cd	False	1	1000	True	229	0.995104 Mbps	2.94118 %	1.00059 Mbps	2.40642 %
346	425dd1f5-3dcb-49e2-bc08-3a805a85478a	False	10	1000	True	346	1.02526 Mbps	90.024 %	4.6493 Mbps	54.7613 %
347	2e725319-194f-41b8-8ee5-d4b024d95cd7	False	10	500	True	338	4.91955 Mbps	53.4071 %	1.37843 Mbps	86.9449 %
348	68bb51c4-9386-4cc3-9f5b-00d60d94f724	True	1	1500	True	35	1.01459 Mbps	0 %	1.01459 Mbps	0 %
349	4dc0bf54-229f-4167-8424-ed8d85d372fa	True	10	1000	True	147	10.2773 Mbps	0 %	9.23829 Mbps	10.1094 %
350	a08fff1c-de7c-4e12-b382-9644e20e5ad2	False	15	500	True	378	1.69523 Mbps	89.2968 %	2.02611 Mbps	87.2078 %
351	e27ffe80-a4fe-4544-bab0-4fa5b8f07392	False	1	1000	True	228	1.00059 Mbps	2.40642 %	0.98688 Mbps	3.74332 %
352	ddb8a114-cde0-429f-b30a-58da6256b16b	False	10	1000	True	342	1.39534 Mbps	86.423 %	2.4206 Mbps	76.4471 %
353	6e392ec4-0f67-4b70-be22-a6ff679b30af	False	2	1500	True	278	0.774187 Mbps	61.9238 %	1.37724 Mbps	32.2645 %
354	51e9929a-c382-43e1-b2f0-7ba615b56373	True	10	500	True	133	5.08006 Mbps	51.8869 %	8.89715 Mbps	15.7354 %
355	6effb4e9-6328-45ab-a20d-60d254199422	True	15	500	True	170	8.47475 Mbps	46.493 %	5.58413 Mbps	64.7435 %
356	5cccc1b9-671d-4620-acab-76cdef944124	False	2	500	True	253	1.79942 Mbps	14.7432 %	1.7248 Mbps	18.2789 %
357	a61c5042-2cd7-4733-aa7d-b1ec362bc11a	False	2	1000	True	267	1.36793 Mbps	33.3778 %	1.32681 Mbps	35.3805 %
358	dfd8c597-089d-4422-a1bd-d25191268e9f	True	1	1000	True	20	1.02526 Mbps	0 %	1.02526 Mbps	0 %
359	780d4c3e-13b5-44be-840f-db5469de8536	False	2	1000	True	264	1.38437 Mbps	32.5768 %	1.37067 Mbps	33.2443 %
360	539b7e49-2bf2-4200-97e0-65a8a76c5624	False	10	1500	True	359	4.15616 Mbps	59.1837 %	0.745664 Mbps	92.6771 %
361	9cbcce90-f759-4a68-aef5-bc9298ce3664	True	2	1500	True	72	2.03326 Mbps	0 %	2.03326 Mbps	0 %
362	44d29348-e039-4d01-8b06-d48d80590b8e	True	10	1000	True	141	10.1402 Mbps	1.33369 %	9.30134 Mbps	9.49587 %
363	eaaa5d6c-a62a-4322-9378-12abe64bf03d	False	10	1500	True	354	0.953472 Mbps	90.6363 %	1.23462 Mbps	87.8752 %
364	15be716b-b971-43a9-a5a2-b333c3fe9abf	True	1	100	True	9	1.27932 Mbps	0.0266738 %	1.27863 Mbps	0.0800213 %
365	7ccc46f4-4f7f-42d3-9a89-5982d563f49d	False	2	100	True	240	2.21833 Mbps	13.3351 %	2.26748 Mbps	11.4149 %
366	43305dcb-e3ff-4012-b4c0-237f0a833e89	False	2	1000	True	263	1.23086 Mbps	40.0534 %	1.44742 Mbps	29.506 %
367	25e84419-75de-4774-8baa-4aca994565f9	False	15	1000	True	384	0.655179 Mbps	95.7511 %	10.9105 Mbps	29.2444 %
368	54125548-0e7b-495f-a407-4628e7a02749	False	15	1000	True	380	0.989621 Mbps	93.5822 %	6.29958 Mbps	59.1467 %
369	5e2f7491-7460-4147-91f8-35333323aaeb	False	5	1500	True	312	1.08386 Mbps	78.703 %	1.06349 Mbps	79.1033 %
370	fdc3f72d-71d4-417e-83be-35bffedda533	False	10	100	True	328	2.2371 Mbps	82.5222 %	2.43917 Mbps	80.9435 %
371	53e1303d-8d33-4c2e-a861-8c55121c0e26	False	5	1500	True	319	1.09609 Mbps	78.4628 %	1.06349 Mbps	79.1033 %
372	2aaa003c-af5e-4bc9-9b12-5f785750f699	True	5	1500	True	118	5.07703 Mbps	0.240192 %	5.08926 Mbps	0 %
373	68177c9b-3f6f-4b4d-8688-26de1ee50ca7	True	10	500	True	139	8.59866 Mbps	18.5625 %	5.45459 Mbps	48.3398 %
374	3def60bd-acdd-41dc-8f3c-1ef60bc88f6a	False	10	1500	True	350	0.696768 Mbps	93.1573 %	4.13986 Mbps	59.3437 %
375	652b01f9-8319-43dc-802f-4b0c23c9a5be	False	5	1000	True	307	2.5001 Mbps	51.334 %	1.10202 Mbps	78.5486 %
376	c47d9d58-10ef-4deb-baca-26374a0f16d8	False	2	500	True	252	1.94445 Mbps	7.87191 %	1.61498 Mbps	23.4823 %
377	f17439dd-cdf1-4023-b177-0d43a5141c45	True	1	500	True	12	1.05459 Mbps	0 %	1.05459 Mbps	0 %
378	71671bb0-9641-4117-b9da-3a7c87c1030b	False	5	1000	True	309	2.70021 Mbps	47.4386 %	0.912864 Mbps	82.2305 %
379	ee14831e-f9d6-4424-b079-5c47e9311da2	False	15	500	True	372	1.93459 Mbps	87.7856 %	1.78112 Mbps	88.7546 %
380	8afc470a-4ea6-454f-ad49-eb0a0eea733e	False	15	1500	True	397	1.34464 Mbps	91.1977 %	1.11238 Mbps	92.7181 %
