	id	rtscts	hidden	datarate	packetsize	verbose	rng	thr1	rtr1	thr2	rtr2
323	c46943f5-50c5-4f12-ba80-f069d56e0b8d	False	True	17.5	1000	True	256	11.285	986	14.3542	595
324	e20c8ac9-fafa-4f77-981a-44287f0892b9	True	False	10.0	1000	True	136	9.93788	0	10.2767	0
325	957fad79-7565-4dff-b624-bc92e04fb07e	True	False	1.0	1000	True	93	1.02636	0	1.02636	0
326	4916789b-395e-4d76-ac3d-d09680a776fb	False	True	15.0	1000	True	244	5.90812	993	15.3641	668
327	1f8d8727-cf88-4786-abe2-ce394d9ed8c3	True	False	7.5	1000	True	128	7.70918	0	7.69766	0
328	3a5885fb-815e-4cf0-ac64-1f6c884ff1f1	False	True	12.5	1000	True	235	4.61695	1268	12.7505	993
329	f1edc77b-7144-4e13-9764-08b2bc7ed7ae	False	False	7.5	1000	True	308	7.67957	4528	7.70918	0
330	167827d8-fc36-459e-9f34-7cdd73b0e457	False	False	2.5	1000	True	280	2.56918	1551	2.56918	0
331	6557e44d-8d0a-4ff6-a5cc-33ab99453d97	True	False	2.5	1000	True	100	2.56918	0	2.56918	0
332	6769a148-1565-420e-a684-b0055aa095ce	True	True	20.0	1000	True	80	1.1382	30	19.4563	0
333	fe0a9a7d-0966-44e5-8609-b578f41d2e60	True	False	12.5	1000	True	148	11.5268	0	12.3557	0
334	1109389a-6f11-48dc-a486-577ee2ceb55a	False	False	7.5	1000	True	304	7.70589	4475	7.70918	2
335	f4e55ea5-6c61-4dd8-a371-60b5136788e1	False	False	12.5	1000	True	321	12.8245	1318	12.8327	62
336	940a2858-3916-4aad-a7ed-df3caee33725	False	True	17.5	1000	True	259	4.03305	1174	14.0778	741
337	933ebe5f-cbda-45b2-ba0c-fe0e063006f6	False	False	1.0	1000	True	275	1.02636	623	1.02636	0
338	746c792f-f968-49b1-884a-684cf42cffdd	False	True	10.0	1000	True	223	1.98692	1031	10.2307	850
339	557cae17-6732-4011-b8ea-60980a1b59d0	False	True	7.5	1000	True	219	0.973722	1021	7.67299	650
340	60f28cda-5b05-4e00-a65f-9adb595f0ef8	False	False	10.0	1000	True	316	10.2784	3668	10.2668	66
341	bc8be637-814f-435d-a457-accec0dda470	True	True	2.5	1000	True	19	2.56589	3	2.56918	0
342	ffa2a5cf-e8d3-4c71-8e90-7d7f07724bca	True	True	17.5	1000	True	72	1.86191	31	17.8938	0
343	330a806f-d280-40cb-bea2-ee9f4e354ea7	False	False	2.5	1000	True	285	2.56918	1505	2.56918	0
344	62af5ea1-59dc-4984-a653-d43fe94b2d0f	False	False	15.0	1000	True	336	14.3838	983	15.4068	1
345	49f202f9-fe85-4fe6-a521-eee7ed7541dd	False	False	20.0	1000	True	354	17.7622	1175	19.3428	2
346	c74a5ba4-1e07-4d92-b0b0-484da328ff49	False	False	7.5	1000	True	301	7.70918	4442	7.69931	3
347	739d051f-546a-4428-8459-9800f563e8ee	False	False	12.5	1000	True	320	12.841	1351	12.8146	56
348	25a86933-e5c6-4a53-b91f-bc0942a05dcb	True	False	15.0	1000	True	154	12.1156	0	14.1815	0
349	feffdac9-29eb-45b2-a300-fb45139b4df8	True	True	2.5	1000	True	13	2.56918	0	2.56918	0
350	2a50bb8b-6ea9-44ff-9f03-6b3782018c4b	False	True	5.0	1000	True	205	0.53456	1056	5.13178	470
351	6c471bb1-fb6f-4295-b547-48cb4b3bb6d6	True	False	17.5	1000	True	162	11.257	0	15.1141	0
352	22e6745c-fbbe-4476-8a14-b2e317b0318c	False	False	15.0	1000	True	330	14.5104	936	15.42	1
353	aa6ee9be-651b-43cb-9681-25ab68f56158	False	False	2.5	1000	True	284	2.32246	1387	2.56918	0
354	05129453-6e35-4559-b2d9-b794edfb2477	True	True	7.5	1000	True	33	7.70095	140	7.69437	0
355	c8d7f704-af55-4175-8072-eb83ed8318e6	True	False	5.0	1000	True	110	5.13507	0	5.13342	0
356	46a3004a-699f-40fa-813b-711862167e85	True	True	17.5	1000	True	78	0.891482	56	17.6125	0
357	31ab0ca9-9254-4316-9025-e372696b01ca	False	False	10.0	1000	True	310	10.2586	3700	10.2734	31
358	0307fe30-6a5f-426d-a9d5-187a26e431bf	True	True	10.0	1000	True	43	7.15159	111	10.2701	0
359	bc3add40-eb87-43c9-a095-5b492869d565	True	True	10.0	1000	True	42	7.04303	94	10.2685	0
