	id	rtscts	datarate	packetsize	verbose	rng	thr	rtr
630	1a3c1ccc-0e8e-446a-a0f0-c653010ac0c2	False	5.0	500	True	580	10.54987	5426
631	0f61759b-187e-46d3-a5ba-f2325b0d5a16	True	1.0	2000	True	63	2.02476	0
632	8ecd6785-46b4-4656-b9bc-1fb6dbf71ae1	False	5.0	1000	True	600	10.27013	3422
633	1bdf7dd7-4d82-47b8-ab52-103bc114e372	True	5.0	750	True	171	10.36047	0
634	257f4993-06d1-45ae-82c4-43832924bf34	False	5.0	250	True	575	11.11289	3031
635	9c86e56a-1e55-410f-a848-86f995d16293	True	1.0	2000	True	69	2.02476	0
636	1b4ffa4e-e5ca-4d9a-8c3e-4115ba11a9da	True	2.5	250	True	80	5.551550000000001	0
637	99d7a2f5-f669-40e2-baa5-f1ea42a0928a	True	2.5	125	True	79	5.40886	0
638	fb239092-0bc3-43e0-99d5-d25d17182f25	False	2.5	250	True	503	5.55155	5197
639	25b21128-6863-41ad-be26-be9ef2820873	False	10.0	750	True	732	20.716	2505
640	4a3d9764-c732-45e2-a831-ab1cb1dcda3d	True	7.5	125	True	214	5.397349999999999	0
641	05c88818-b13c-465a-ada1-ddc4c240e560	True	15.0	1500	True	402	27.6458	0
642	7334220b-e4f1-4b69-8bc7-3c4fc825cf12	True	5.0	1500	True	196	10.17525	0
643	ab804868-cfb4-4023-b785-07522c2b9321	False	10.0	1000	True	743	20.525399999999998	3476
644	297f7885-68ed-442b-8259-e6d1b8669741	True	5.0	250	True	156	9.33146	0
645	00c191f9-78cd-47ec-a4fd-2c2c4252b38a	False	1.0	2000	True	484	2.02476	648
646	30cc2d41-d8e1-4620-9cdb-c4c64d8bb6df	True	2.5	250	True	86	5.55422	0
647	f881bdc3-4d81-4c92-8c39-35571ee6660e	True	7.5	2000	True	274	15.17269	0
648	b3d388c5-599c-47ae-ae00-cfad5e8f83ca	True	7.5	1000	True	255	15.401900000000001	0
649	54e9c7bb-da49-4d75-90fc-78a0353cd44a	True	5.0	125	True	142	5.40005	0
650	4637c7ba-450e-4ab8-aa0f-fa9865e81efc	False	7.5	1500	True	688	15.258	3171
651	32402fe3-2631-42c2-bb6c-cb02f72eb35b	True	5.0	2000	True	206	10.12378	0
652	57ecf606-dd3c-4259-ad6b-a93be6d0f130	True	2.5	1500	True	124	5.09008	0
653	574ee69b-6f3a-4f47-b5fa-2159aa670aec	True	7.5	2000	True	275	15.1954	0
654	a1e49c6f-37ec-4522-8a02-869a6602d45d	False	1.0	125	True	424	2.44678	4888
655	2b9f3054-4616-4b15-82ab-0dc75ebf4fe0	False	5.0	500	True	582	10.54987	5073
656	82806de4-a559-425d-8c7a-443e3a61451f	False	1.0	750	True	458	2.07384	1718
657	c1806358-0bd7-4fe0-acb7-c455cbf1cb56	False	2.5	500	True	517	5.27747	3148
658	8b34c925-abba-4a76-a366-542a19d8e5d3	True	5.0	125	True	140	5.4061699999999995	0
659	19b346f9-0064-4c2f-a1b7-0e1a576360b4	True	2.5	1500	True	121	5.09008	0
660	fae6d412-950f-43ff-95ab-6c3ddb931082	False	15.0	500	True	799	24.0624	3569
