	id	rtscts	datarate	packetsize	verbose	rng	thr	rtr
0	872e9f70-9550-483d-9f5b-e076ab1d61ae	False	2.5	1000	True	535	2.58399	2913
1	7399920b-6020-4f20-99d8-b0b0d868c928	False	7.5	1500	True	688	3.183132	2010
2	b0fa02c5-8469-40eb-8706-2f782af43c6c	False	10.0	250	True	719	4.510719999999999	5002
3	94e2e847-b5c9-4b14-b3fd-b14f8cc58128	True	15.0	2000	True	416	27.116799999999998	185
4	f600c187-73a4-414f-91d6-6bcf58dd9fe0	False	2.5	1500	True	549	1.882498	2505
5	5138eb0e-110c-44a2-8a3c-55beed222fbd	True	15.0	1500	True	409	23.550800000000002	223
6	45374133-1242-4499-81f6-0f30ec5d0f7d	True	1.0	750	True	30	2.07384	45
7	637826ec-9fc1-4033-81d1-0533543784e9	True	1.0	125	True	2	2.4433499999999997	89
8	01820828-1a81-458b-8bde-d99e29fa699f	False	1.0	125	True	422	2.43185	3931
9	08302d8d-7b32-4dc1-8f0a-c6747193fb2f	True	7.5	500	True	230	13.69252	250
10	c1de22ec-78d2-4e81-92f2-de69b32654c5	True	15.0	750	True	384	19.82969	258
11	61e98d65-9d28-4878-b401-648896cd4238	True	1.0	2000	True	61	2.02476	83
12	42e7bae6-5d15-4846-a173-87175a8c155d	False	2.5	1000	True	537	2.59385	2957
13	4fdc1990-a4e0-4008-b1d6-2721d52bfeac	False	7.5	1000	True	676	2.5708200000000003	2980
14	821e7c47-b1c3-4302-b863-0a124f04073f	False	7.5	1500	True	689	3.092668	2023
15	b6ecd71f-28d7-4b2d-bc4d-24610a14bbd7	False	5.0	250	True	570	4.593	4832
16	cc060d92-eb43-46ae-a9b3-af3d27672577	True	10.0	1000	True	321	18.70138	219
17	474d874c-d1e1-4b11-b46b-ee66cfb8ab42	False	10.0	1000	True	748	2.67774	3077
18	77354239-21b9-44bb-a5ef-9b4c6eb793f7	False	5.0	125	True	565	5.12415	4735
19	3ec495bd-b7d1-4c3f-9994-63ee7453ffe7	False	5.0	1500	True	615	1.970506	2452
20	d2831535-fcd5-42e5-a26a-310b76203841	True	1.0	500	True	20	2.11032	57
21	ce368bd6-0248-4486-bc24-fe9688ea9bb7	True	2.5	2000	True	133	5.06838	155
22	fa1dd037-ea15-44e1-ba89-f3a0c8611ccc	False	1.0	750	True	457	2.03525	2972
23	839640bf-88a7-429a-a365-c4f09d4c09b1	True	7.5	125	True	214	5.12415	69
