	id	rtscts	hidden	datarate	packetsize	verbose	rng	thr	rtr
137	c5351511-1719-497b-ad22-0e14647eb7a5	True	True	15.0	500	True	100	17.68167	6
138	faed0286-385f-4a69-a1b6-0bdb882a2465	True	True	7.5	1000	True	74	15.40191	0
139	1dcf73a0-f843-4547-8c8f-de8fdc41ab39	False	True	1.0	1000	True	258	2.05272	124
140	4a39fd46-069c-48d4-a530-bfe8e3d44070	True	True	15.0	1000	True	112	27.9518	13
141	a270c993-0f3e-4dd6-82a4-978c8e0c34ae	False	False	7.5	1000	True	431	15.40191	4310
142	fcd0f649-a325-4401-be86-1075c944a7f1	False	False	10.0	1000	True	450	20.527099999999997	3418
143	ffab80a7-68db-4eba-a59a-9af8a4175cff	False	True	5.0	500	True	286	10.538879999999999	2
144	19c171f5-5d59-462c-bf79-e2cce051faa3	False	False	10.0	500	True	448	20.1122	3062
145	5e4a1521-199f-4e5a-9afd-0a3e010246f6	True	False	7.5	500	True	182	14.80512	0
146	1eaabee0-8db1-4e72-b102-e497738a9a6f	True	True	15.0	500	True	109	17.67491	5
147	cf03bd89-0f0a-4e1e-8a29-ee9f42c1ea80	False	True	10.0	1000	True	337	20.5238	1
148	ca998fe5-1521-4a65-84ab-25ea9047a6df	False	False	10.0	500	True	443	20.188200000000002	2949
149	3da07fb2-ef32-43cd-a874-cbec7544143b	True	False	10.0	1000	True	219	20.5271	0
150	8279fab8-a2fc-4558-a9ab-cb909c6331e6	True	True	7.5	1000	True	70	15.35586	11
151	8701b16d-1c66-4d8b-ab07-885e8076ab8a	False	False	7.5	1000	True	436	15.41507	4349
152	d3f3304d-49bd-4079-874d-a7794df23e68	True	True	7.5	1000	True	79	15.38875	6
153	a1fe1c43-4ea0-4095-a5f8-ccc33cd3d73e	True	True	10.0	500	True	89	17.73151	4
154	608ceda4-ba61-49b1-92b1-6804f1804c2f	True	True	7.5	1000	True	73	15.406839999999999	6
155	4169650f-4b41-479c-a19a-02cb4613d44f	False	True	1.0	500	True	247	2.11032	0
156	df705c21-ea08-4994-b9ec-e499b9763475	False	True	10.0	1000	True	338	18.500700000000002	18
157	6497c568-27c5-413b-ad5e-d2f7a548576d	False	True	1.0	1000	True	250	2.05272	0
158	a2014e0e-e9b3-4ad3-bbf3-e8a392f6db85	False	False	2.5	500	True	384	5.27409	651
159	0abadfa6-c9cf-42aa-8ac5-4a25f0e9adcc	True	False	7.5	1000	True	190	15.41013	2156
160	d8fa491e-d075-4621-a984-71ca0f19474b	False	False	15.0	500	True	469	23.886699999999998	3670
161	e54f6df2-0974-4451-814c-4f62543f3d55	True	False	5.0	500	True	168	10.543949999999999	1652
162	6cbfcf68-cd97-4bbb-ab7e-044f71602505	False	False	15.0	500	True	463	24.0363	3431
163	f47b467d-d910-4c04-86ab-7e46ed0b8d89	True	False	2.5	500	True	141	5.27578	2519
164	a907ddeb-6bee-4861-a853-92c30ea378bd	True	False	7.5	500	True	180	14.8161	0
165	e26febc3-7249-4192-910d-1f10b08da01c	False	True	15.0	500	True	344	28.1453	19
166	c942953b-495c-47b5-a04a-b9bf962e6efe	True	False	5.0	1000	True	171	10.25533	3372
167	4e440708-b900-4aa6-8766-818e6ecb6553	True	False	1.0	1000	True	130	2.05272	596
168	aa4b7131-6c28-469c-8403-da2225561028	True	True	15.0	1000	True	115	27.983	4
169	47763186-9b06-4212-aa41-a1ebef790f9a	False	False	5.0	1000	True	418	10.27507	3161
170	9a7f6281-36e2-495f-8e6c-7002989f25a5	True	True	10.0	500	True	82	17.7087	5
171	72a6f25e-ae53-41d0-afc9-6cb2de35c393	True	True	10.0	1000	True	90	20.476100000000002	11
172	2b355a02-8df9-45a4-8273-6ebc2f671d77	False	True	7.5	500	True	308	15.79438	5
173	1f343447-fd38-45a9-8b56-2c96f8405e10	False	False	2.5	500	True	388	5.27832	1887
174	04fb1dfc-7ef0-42d5-949b-5959bc142a00	True	False	10.0	1000	True	216	20.5435	0
175	e15dd817-1206-4682-b9c9-3211a9fb0a37	False	False	5.0	500	True	409	10.54986	5529
176	5e64d21f-1106-49e8-91dc-22df558512b5	True	True	10.0	1000	True	98	20.5304	8
177	aad0c359-07e7-46f1-8def-447e04405c74	True	True	15.0	500	True	101	17.64788	9
178	dfc0d8eb-8d78-4dc6-996c-959408d351e1	True	True	7.5	500	True	62	15.02308	9
179	6fedd23e-cf1b-4a86-85ac-f243b76c9f11	False	True	2.5	1000	True	273	5.13836	0
180	96a9322c-b10e-44e1-864f-814a5a4a66ac	False	False	7.5	1000	True	435	15.38875	4248
181	ad0abfef-9f98-4608-98bb-0c80a6ac96a9	True	False	5.0	1000	True	173	10.27014	2728
182	0e4a0fc3-a772-4a4b-b2aa-71c5a2cdc695	True	False	5.0	1000	True	179	10.2652	3344
